"","fips","stateFIPS","CountyFIPS","Abbreviation","year","medianHI","medianHI_MOE","povertyR"
"1",8001,8,1,"CO",1989,29351,2096,11.3
"2",8003,8,3,"CO",1989,20658,2272,25.4
"3",8005,8,5,"CO",1989,38768,2012,5.6
"4",8007,8,7,"CO",1989,19839,2386,18.8
"5",8009,8,9,"CO",1989,19605,2957,20.5
"6",8011,8,11,"CO",1989,20995,2261,20.9
"7",8013,8,13,"CO",1989,34200,2108,8.9
"8",8015,8,15,"CO",1989,21482,2276,13.5
"9",8017,8,17,"CO",1989,25969,3244,12.3
"10",8019,8,19,"CO",1989,29498,2388,9.4
"11",8021,8,21,"CO",1989,14560,2299,36.2
"12",8023,8,23,"CO",1989,11376,2421,39.7
"13",8025,8,25,"CO",1989,17246,2272,33
"14",8027,8,27,"CO",1989,20803,2284,17.1
"15",8029,8,29,"CO",1989,18217,2187,19.8
"16",8031,8,31,"CO",1989,24845,1923,18.8
"17",8033,8,33,"CO",1989,21290,2248,16.4
"18",8035,8,35,"CO",1989,51202,2509,2.5
"19",8037,8,37,"CO",1989,33000,2541,5.1
"20",8039,8,39,"CO",1989,34785,2291,6.6
"21",8041,8,41,"CO",1989,28225,2020,11.4
"22",8043,8,43,"CO",1989,20375,2262,18.4
"23",8045,8,45,"CO",1989,28277,2261,8.3
"24",8047,8,47,"CO",1989,33126,2350,8
"25",8049,8,49,"CO",1989,27424,2340,6.8
"26",8051,8,51,"CO",1989,23661,2360,15.1
"27",8053,8,53,"CO",1989,23826,2431,8.4
"28",8055,8,55,"CO",1989,15666,2296,28.4
"29",8057,8,57,"CO",1989,24168,2264,18.4
"30",8059,8,59,"CO",1989,37713,2065,5.2
"31",8061,8,61,"CO",1989,30465,3130,10.1
"32",8063,8,63,"CO",1989,27016,2558,14.3
"33",8065,8,65,"CO",1989,23208,2531,7.6
"34",8067,8,67,"CO",1989,24765,2267,13.5
"35",8069,8,69,"CO",1989,30245,2078,10.2
"36",8071,8,71,"CO",1989,17148,2313,27.5
"37",8073,8,73,"CO",1989,22360,2296,15.3
"38",8075,8,75,"CO",1989,24798,2246,13.3
"39",8077,8,77,"CO",1989,23726,2105,14.1
"40",8079,8,79,"CO",1989,19748,2406,13.4
"41",8081,8,81,"CO",1989,34116,2294,8.1
"42",8083,8,83,"CO",1989,21359,2262,18.9
"43",8085,8,85,"CO",1989,23496,2122,13.6
"44",8087,8,87,"CO",1989,24728,2271,16.6
"45",8089,8,89,"CO",1989,18751,2273,26.8
"46",8091,8,91,"CO",1989,25252,2265,8.6
"47",8093,8,93,"CO",1989,32912,2287,7
"48",8095,8,95,"CO",1989,25066,2329,10.9
"49",8097,8,97,"CO",1989,34160,2656,3.9
"50",8099,8,99,"CO",1989,22047,2271,21.3
"51",8101,8,101,"CO",1989,20906,2096,20.3
"52",8103,8,103,"CO",1989,27051,2604,6.9
"53",8105,8,105,"CO",1989,22032,2374,22.4
"54",8107,8,107,"CO",1989,29187,2448,7
"55",8109,8,109,"CO",1989,16021,2317,29.4
"56",8111,8,111,"CO",1989,29783,2281,8
"57",8113,8,113,"CO",1989,24928,2512,10.3
"58",8115,8,115,"CO",1989,23708,2323,12.5
"59",8117,8,117,"CO",1989,31917,2779,5.3
"60",8119,8,119,"CO",1989,31329,2268,9.8
"61",8121,8,121,"CO",1989,24478,2290,14.1
"62",8123,8,123,"CO",1989,25909,2243,16.8
"63",8125,8,125,"CO",1989,24240,2509,14
"64",8001,8,1,"CO",1993,33495,2111,12.9
"65",8003,8,3,"CO",1993,24997,2341,24
"66",8005,8,5,"CO",1993,43890,2080,6.7
"67",8007,8,7,"CO",1993,26173,2277,15.8
"68",8009,8,9,"CO",1993,23600,2320,17.1
"69",8011,8,11,"CO",1993,22550,2261,20
"70",8013,8,13,"CO",1993,41676,2140,8.3
"71",8015,8,15,"CO",1993,25272,2262,14.1
"72",8017,8,17,"CO",1993,31882,2321,9.9
"73",8019,8,19,"CO",1993,36746,2303,8
"74",8021,8,21,"CO",1993,17720,2308,29.2
"75",8023,8,23,"CO",1993,15240,2366,33.5
"76",8025,8,25,"CO",1993,19429,2310,30.9
"77",8027,8,27,"CO",1993,24167,2262,14.9
"78",8029,8,29,"CO",1993,21574,2201,17.4
"79",8031,8,31,"CO",1993,29440,1971,18
"80",8033,8,33,"CO",1993,22794,2270,13.4
"81",8035,8,35,"CO",1993,63560,2674,2.8
"82",8037,8,37,"CO",1993,40128,2634,5.9
"83",8039,8,39,"CO",1993,44650,2512,6.1
"84",8041,8,41,"CO",1993,34192,2063,12.1
"85",8043,8,43,"CO",1993,24384,2279,17.4
"86",8045,8,45,"CO",1993,33426,2244,10.4
"87",8047,8,47,"CO",1993,39949,2556,7.5
"88",8049,8,49,"CO",1993,32371,2320,6.6
"89",8051,8,51,"CO",1993,27282,2388,12.2
"90",8053,8,53,"CO",1993,25140,2338,11.6
"91",8055,8,55,"CO",1993,17825,2318,24.9
"92",8057,8,57,"CO",1993,27317,2409,9
"93",8059,8,59,"CO",1993,45383,2032,6.2
"94",8061,8,61,"CO",1993,29017,2377,11.5
"95",8063,8,63,"CO",1993,29317,2403,12.8
"96",8065,8,65,"CO",1993,27986,2317,9.3
"97",8067,8,67,"CO",1993,30020,2285,12.4
"98",8069,8,69,"CO",1993,35293,2112,10.8
"99",8071,8,71,"CO",1993,19449,2298,24.8
"100",8073,8,73,"CO",1993,26468,2327,16.2
"101",8075,8,75,"CO",1993,27367,2261,14.8
"102",8077,8,77,"CO",1993,28152,2119,14.2
"103",8079,8,79,"CO",1993,24183,2270,15.7
"104",8081,8,81,"CO",1993,36912,2260,11.7
"105",8083,8,83,"CO",1993,26239,2266,17.1
"106",8085,8,85,"CO",1993,26809,2161,12.7
"107",8087,8,87,"CO",1993,28544,2237,15.5
"108",8089,8,89,"CO",1993,21388,2273,24.4
"109",8091,8,91,"CO",1993,30553,2317,8.3
"110",8093,8,93,"CO",1993,39097,2471,7.3
"111",8095,8,95,"CO",1993,28539,2424,11
"112",8097,8,97,"CO",1993,41923,3522,3
"113",8099,8,99,"CO",1993,24934,2262,21.3
"114",8101,8,101,"CO",1993,24241,2134,20.7
"115",8103,8,103,"CO",1993,36136,2304,9.4
"116",8105,8,105,"CO",1993,24169,2511,23
"117",8107,8,107,"CO",1993,35488,2424,6.5
"118",8109,8,109,"CO",1993,19756,3062,30.5
"119",8111,8,111,"CO",1993,24800,2469,15.3
"120",8113,8,113,"CO",1993,31414,2753,8.5
"121",8115,8,115,"CO",1993,25111,2295,12
"122",8117,8,117,"CO",1993,37667,2727,3.7
"123",8119,8,119,"CO",1993,37553,2293,9.3
"124",8121,8,121,"CO",1993,27186,2365,13
"125",8123,8,123,"CO",1993,30146,2217,15.3
"126",8125,8,125,"CO",1993,29028,2740,12
"127",8001,8,1,"CO",1995,37493,2784,10.5
"128",8003,8,3,"CO",1995,26231,3069,22.3
"129",8005,8,5,"CO",1995,46765,2699,5.9
"130",8007,8,7,"CO",1995,29999,3127,12.8
"131",8009,8,9,"CO",1995,23469,3128,17.1
"132",8011,8,11,"CO",1995,24124,3089,22.3
"133",8013,8,13,"CO",1995,46199,2793,8
"134",8015,8,15,"CO",1995,29412,3098,12.5
"135",8017,8,17,"CO",1995,33098,3096,9.5
"136",8019,8,19,"CO",1995,49898,3393,5.4
"137",8021,8,21,"CO",1995,20321,3187,29.2
"138",8023,8,23,"CO",1995,18521,3222,32.1
"139",8025,8,25,"CO",1995,20403,3143,31
"140",8027,8,27,"CO",1995,29617,3225,13.3
"141",8029,8,29,"CO",1995,26148,3188,16.6
"142",8031,8,31,"CO",1995,31944,2465,17
"143",8033,8,33,"CO",1995,24761,3103,12
"144",8035,8,35,"CO",1995,80923,5628,1.9
"145",8037,8,37,"CO",1995,47002,3469,5
"146",8039,8,39,"CO",1995,54320,3477,5.3
"147",8041,8,41,"CO",1995,39180,2617,9.9
"148",8043,8,43,"CO",1995,28377,3152,15.8
"149",8045,8,45,"CO",1995,38304,3084,8.6
"150",8047,8,47,"CO",1995,44954,3176,5.2
"151",8049,8,49,"CO",1995,36119,3156,6.7
"152",8051,8,51,"CO",1995,30246,3253,12.2
"153",8053,8,53,"CO",1995,31428,3283,10.1
"154",8055,8,55,"CO",1995,20769,3164,23.4
"155",8057,8,57,"CO",1995,27647,3132,10.7
"156",8059,8,59,"CO",1995,49364,2520,5.3
"157",8061,8,61,"CO",1995,31196,3175,10
"158",8063,8,63,"CO",1995,30474,3132,12.8
"159",8065,8,65,"CO",1995,31924,3114,8.5
"160",8067,8,67,"CO",1995,35165,3163,11.3
"161",8069,8,69,"CO",1995,41313,2814,9.1
"162",8071,8,71,"CO",1995,22506,3126,23.6
"163",8073,8,73,"CO",1995,29498,3120,16.1
"164",8075,8,75,"CO",1995,30321,3086,13.4
"165",8077,8,77,"CO",1995,31590,2850,12.5
"166",8079,8,79,"CO",1995,28268,3190,6.6
"167",8081,8,81,"CO",1995,40331,3067,10.7
"168",8083,8,83,"CO",1995,30214,3118,16.5
"169",8085,8,85,"CO",1995,30962,3113,12.1
"170",8087,8,87,"CO",1995,29878,2852,14.8
"171",8089,8,89,"CO",1995,24144,3108,23.5
"172",8091,8,91,"CO",1995,35829,3115,7.8
"173",8093,8,93,"CO",1995,45405,3188,6.1
"174",8095,8,95,"CO",1995,29185,3098,11.8
"175",8097,8,97,"CO",1995,45254,3669,3.8
"176",8099,8,99,"CO",1995,26485,3078,21.3
"177",8101,8,101,"CO",1995,27589,2862,18.3
"178",8103,8,103,"CO",1995,38072,3087,9.5
"179",8105,8,105,"CO",1995,23646,3155,23.8
"180",8107,8,107,"CO",1995,38825,3265,6.7
"181",8109,8,109,"CO",1995,21364,3092,28.9
"182",8111,8,111,"CO",1995,25213,3507,16.3
"183",8113,8,113,"CO",1995,41348,3691,7.3
"184",8115,8,115,"CO",1995,26759,3097,12.9
"185",8117,8,117,"CO",1995,42700,3528,3.8
"186",8119,8,119,"CO",1995,43902,3157,8.2
"187",8121,8,121,"CO",1995,26978,3131,13.3
"188",8123,8,123,"CO",1995,32376,2823,13.3
"189",8125,8,125,"CO",1995,27538,3325,12.2
"190",8001,8,1,"CO",1997,40802,2817,10.4
"191",8003,8,3,"CO",1997,28204,3079,23
"192",8005,8,5,"CO",1997,50748,2838,6.4
"193",8007,8,7,"CO",1997,30518,3107,13.7
"194",8009,8,9,"CO",1997,26731,3101,19.1
"195",8011,8,11,"CO",1997,26427,3090,24.5
"196",8013,8,13,"CO",1997,50245,2934,7.8
"197",8015,8,15,"CO",1997,30881,3088,13.1
"198",8017,8,17,"CO",1997,34746,3083,10.8
"199",8019,8,19,"CO",1997,56537,3536,5.2
"200",8021,8,21,"CO",1997,20708,3298,28.6
"201",8023,8,23,"CO",1997,18700,3169,33.5
"202",8025,8,25,"CO",1997,23524,3114,32.2
"203",8027,8,27,"CO",1997,29797,3227,14.5
"204",8029,8,29,"CO",1997,27418,3122,16.2
"205",8031,8,31,"CO",1997,35616,2610,16.4
"206",8033,8,33,"CO",1997,25826,3244,14
"207",8035,8,35,"CO",1997,77513,3667,1.9
"208",8037,8,37,"CO",1997,50000,3569,4.3
"209",8039,8,39,"CO",1997,52636,3314,5.6
"210",8041,8,41,"CO",1997,42023,2700,9.5
"211",8043,8,43,"CO",1997,29939,3145,17.2
"212",8045,8,45,"CO",1997,40923,3086,8.9
"213",8047,8,47,"CO",1997,51044,3321,5.2
"214",8049,8,49,"CO",1997,38865,3171,6.6
"215",8051,8,51,"CO",1997,32300,3315,11.8
"216",8053,8,53,"CO",1997,32993,3223,10.8
"217",8055,8,55,"CO",1997,21389,3330,23.4
"218",8057,8,57,"CO",1997,29031,3118,13.3
"219",8059,8,59,"CO",1997,54175,2639,5.4
"220",8061,8,61,"CO",1997,32455,3352,14
"221",8063,8,63,"CO",1997,32964,3185,12.9
"222",8065,8,65,"CO",1997,34986,3193,9.5
"223",8067,8,67,"CO",1997,36822,3175,11.5
"224",8069,8,69,"CO",1997,43853,2894,8.5
"225",8071,8,71,"CO",1997,22682,3129,23.8
"226",8073,8,73,"CO",1997,29117,3401,17.4
"227",8075,8,75,"CO",1997,33076,3109,13.4
"228",8077,8,77,"CO",1997,33519,2930,13
"229",8079,8,79,"CO",1997,29810,3118,12.9
"230",8081,8,81,"CO",1997,42476,3074,11.4
"231",8083,8,83,"CO",1997,30882,3080,17.8
"232",8085,8,85,"CO",1997,32312,3076,13.2
"233",8087,8,87,"CO",1997,31197,2891,14.4
"234",8089,8,89,"CO",1997,25143,3113,22.8
"235",8091,8,91,"CO",1997,38465,3098,7.2
"236",8093,8,93,"CO",1997,46090,3300,6.8
"237",8095,8,95,"CO",1997,32863,3142,10.5
"238",8097,8,97,"CO",1997,52744,4155,5.2
"239",8099,8,99,"CO",1997,28881,3113,20.4
"240",8101,8,101,"CO",1997,29112,2898,18.1
"241",8103,8,103,"CO",1997,40921,3085,10.3
"242",8105,8,105,"CO",1997,25808,3204,23.4
"243",8107,8,107,"CO",1997,42799,3362,6.8
"244",8109,8,109,"CO",1997,22419,3762,26.1
"245",8111,8,111,"CO",1997,27635,3604,19.8
"246",8113,8,113,"CO",1997,42160,3722,8.5
"247",8115,8,115,"CO",1997,28209,3118,14.2
"248",8117,8,117,"CO",1997,45857,3653,4.5
"249",8119,8,119,"CO",1997,45552,3136,8.4
"250",8121,8,121,"CO",1997,29870,3169,12.2
"251",8123,8,123,"CO",1997,35351,2886,12.5
"252",8125,8,125,"CO",1997,31639,3467,12
"253",8001,8,1,"CO",1998,44327,2803,10
"254",8003,8,3,"CO",1998,29121,3050,22.8
"255",8005,8,5,"CO",1998,52576,2831,6.1
"256",8007,8,7,"CO",1998,32609,3138,12.7
"257",8009,8,9,"CO",1998,29021,3270,19.3
"258",8011,8,11,"CO",1998,26502,3196,23.8
"259",8013,8,13,"CO",1998,54503,2916,7.7
"260",8015,8,15,"CO",1998,32962,3044,13
"261",8017,8,17,"CO",1998,37101,3089,11.6
"262",8019,8,19,"CO",1998,61703,3534,7
"263",8021,8,21,"CO",1998,21752,3221,28.3
"264",8023,8,23,"CO",1998,19815,3181,31.8
"265",8025,8,25,"CO",1998,25455,3261,29.7
"266",8027,8,27,"CO",1998,31809,3273,13.9
"267",8029,8,29,"CO",1998,29161,3066,16
"268",8031,8,31,"CO",1998,38943,2683,15.6
"269",8033,8,33,"CO",1998,29088,3373,14
"270",8035,8,35,"CO",1998,84645,3948,1.8
"271",8037,8,37,"CO",1998,51578,3610,5.2
"272",8039,8,39,"CO",1998,57910,3354,5.6
"273",8041,8,41,"CO",1998,43755,2707,9.7
"274",8043,8,43,"CO",1998,32201,3127,16.2
"275",8045,8,45,"CO",1998,43560,3061,8.2
"276",8047,8,47,"CO",1998,53136,3243,6.4
"277",8049,8,49,"CO",1998,40670,3164,7.4
"278",8051,8,51,"CO",1998,34097,3345,12.1
"279",8053,8,53,"CO",1998,36167,3199,11.2
"280",8055,8,55,"CO",1998,24269,3425,22.1
"281",8057,8,57,"CO",1998,30052,3168,14.4
"282",8059,8,59,"CO",1998,55869,2652,5.5
"283",8061,8,61,"CO",1998,32921,3962,14.4
"284",8063,8,63,"CO",1998,35344,3151,12.9
"285",8065,8,65,"CO",1998,36779,3176,9.7
"286",8067,8,67,"CO",1998,38458,3165,11.6
"287",8069,8,69,"CO",1998,45863,2871,8.3
"288",8071,8,71,"CO",1998,24375,3103,22.9
"289",8073,8,73,"CO",1998,30380,3319,17.4
"290",8075,8,75,"CO",1998,33845,3102,14.7
"291",8077,8,77,"CO",1998,35405,2899,13
"292",8079,8,79,"CO",1998,32453,3085,11.1
"293",8081,8,81,"CO",1998,43611,3064,11.5
"294",8083,8,83,"CO",1998,32319,3068,17.6
"295",8085,8,85,"CO",1998,33659,3032,13.2
"296",8087,8,87,"CO",1998,32971,2875,14.5
"297",8089,8,89,"CO",1998,26244,3088,21.9
"298",8091,8,91,"CO",1998,40866,3114,8
"299",8093,8,93,"CO",1998,49712,3364,6.7
"300",8095,8,95,"CO",1998,33433,3162,11.7
"301",8097,8,97,"CO",1998,53570,4538,4.2
"302",8099,8,99,"CO",1998,30336,3231,20.1
"303",8101,8,101,"CO",1998,30781,2893,17.3
"304",8103,8,103,"CO",1998,41399,3080,10.6
"305",8105,8,105,"CO",1998,26428,3144,26.4
"306",8107,8,107,"CO",1998,45405,3349,6.7
"307",8109,8,109,"CO",1998,23069,3659,23.4
"308",8111,8,111,"CO",1998,26077,3817,20.9
"309",8113,8,113,"CO",1998,43090,3722,8.8
"310",8115,8,115,"CO",1998,29024,3150,14.6
"311",8117,8,117,"CO",1998,47456,3662,5.4
"312",8119,8,119,"CO",1998,48476,3131,8
"313",8121,8,121,"CO",1998,31397,3110,13.2
"314",8123,8,123,"CO",1998,37659,2881,11.4
"315",8125,8,125,"CO",1998,32285,3546,13.2
"316",8001,8,1,"CO",1999,45595,2809,8.9
"317",8003,8,3,"CO",1999,29220,1898,19.6
"318",8005,8,5,"CO",1999,53107,3369,6
"319",8007,8,7,"CO",1999,35949,2503,12.7
"320",8009,8,9,"CO",1999,28592,1906,16
"321",8011,8,11,"CO",1999,27258,1806,19.8
"322",8013,8,13,"CO",1999,56091,3581,7.6
"323",8015,8,15,"CO",1999,34159,2252,11.1
"324",8017,8,17,"CO",1999,37003,2394,11.2
"325",8019,8,19,"CO",1999,52386,3526,6.2
"326",8021,8,21,"CO",1999,24058,1639,22.8
"327",8023,8,23,"CO",1999,20116,1401,26.8
"328",8025,8,25,"CO",1999,25968,2047,25.7
"329",8027,8,27,"CO",1999,34768,2377,12.7
"330",8029,8,29,"CO",1999,31422,2123,13.6
"331",8031,8,31,"CO",1999,39093,2320,13.5
"332",8033,8,33,"CO",1999,31046,2029,12.9
"333",8035,8,35,"CO",1999,87335,6962,1.9
"334",8037,8,37,"CO",1999,58146,4614,5.4
"335",8039,8,39,"CO",1999,63241,4685,5.1
"336",8041,8,41,"CO",1999,45638,2741,8.7
"337",8043,8,43,"CO",1999,33077,2290,13.8
"338",8045,8,45,"CO",1999,46048,3016,7.7
"339",8047,8,47,"CO",1999,51030,3589,5.3
"340",8049,8,49,"CO",1999,44831,2999,6.9
"341",8051,8,51,"CO",1999,35648,2489,10.4
"342",8053,8,53,"CO",1999,34884,2405,10
"343",8055,8,55,"CO",1999,24915,1737,20.1
"344",8057,8,57,"CO",1999,31223,2133,14.6
"345",8059,8,59,"CO",1999,57044,3408,5
"346",8061,8,61,"CO",1999,31840,2215,12.5
"347",8063,8,63,"CO",1999,33972,2250,11.9
"348",8065,8,65,"CO",1999,36515,2455,10
"349",8067,8,67,"CO",1999,39313,2617,10.4
"350",8069,8,69,"CO",1999,47709,2983,7.3
"351",8071,8,71,"CO",1999,27140,1813,17.9
"352",8073,8,73,"CO",1999,31337,2074,13
"353",8075,8,75,"CO",1999,33389,2185,12.5
"354",8077,8,77,"CO",1999,35676,2273,11.3
"355",8079,8,79,"CO",1999,34243,2243,10.9
"356",8081,8,81,"CO",1999,41654,2700,10
"357",8083,8,83,"CO",1999,31898,2088,15.5
"358",8085,8,85,"CO",1999,34644,2254,12.3
"359",8087,8,87,"CO",1999,33945,2124,12.5
"360",8089,8,89,"CO",1999,28276,1872,18.8
"361",8091,8,91,"CO",1999,41911,2749,7.5
"362",8093,8,93,"CO",1999,51831,3630,6.1
"363",8095,8,95,"CO",1999,33144,2202,9.6
"364",8097,8,97,"CO",1999,58082,4739,3.8
"365",8099,8,99,"CO",1999,29668,1943,17.4
"366",8101,8,101,"CO",1999,31789,2037,14.8
"367",8103,8,103,"CO",1999,38904,2574,9.9
"368",8105,8,105,"CO",1999,30353,2363,20
"369",8107,8,107,"CO",1999,50439,3655,6.2
"370",8109,8,109,"CO",1999,24119,1973,22.2
"371",8111,8,111,"CO",1999,29207,2327,17.2
"372",8113,8,113,"CO",1999,46133,3611,8.3
"373",8115,8,115,"CO",1999,28887,1914,11.7
"374",8117,8,117,"CO",1999,52259,4264,5.6
"375",8119,8,119,"CO",1999,49848,3359,6.6
"376",8121,8,121,"CO",1999,32279,2131,10.9
"377",8123,8,123,"CO",1999,39983,2494,10.2
"378",8125,8,125,"CO",1999,32980,2251,12.1
"379",8001,8,1,"CO",2000,48307,3303,8.9
"380",8003,8,3,"CO",2000,30538,2287,20.3
"381",8005,8,5,"CO",2000,55359,3728,5.8
"382",8007,8,7,"CO",2000,38241,2946,13.2
"383",8009,8,9,"CO",2000,29274,2207,17.5
"384",8011,8,11,"CO",2000,28252,2148,23.1
"385",8013,8,13,"CO",2000,58601,4037,7.8
"386",8015,8,15,"CO",2000,35706,2691,11.5
"387",8017,8,17,"CO",2000,37620,2837,12.6
"388",8019,8,19,"CO",2000,54838,4194,6
"389",8021,8,21,"CO",2000,25296,1937,23.9
"390",8023,8,23,"CO",2000,21135,1675,28.5
"391",8025,8,25,"CO",2000,26953,2285,34.1
"392",8027,8,27,"CO",2000,36205,2724,13.6
"393",8029,8,29,"CO",2000,33356,2499,14.2
"394",8031,8,31,"CO",2000,41657,2653,13.1
"395",8033,8,33,"CO",2000,32126,2437,15.2
"396",8035,8,35,"CO",2000,91210,7147,1.7
"397",8037,8,37,"CO",2000,61760,5083,6
"398",8039,8,39,"CO",2000,66082,5276,5.1
"399",8041,8,41,"CO",2000,48991,3143,8.7
"400",8043,8,43,"CO",2000,34504,2654,15.2
"401",8045,8,45,"CO",2000,48713,3675,7.8
"402",8047,8,47,"CO",2000,53910,4162,5.5
"403",8049,8,49,"CO",2000,47958,3660,7.3
"404",8051,8,51,"CO",2000,37898,2941,11.4
"405",8053,8,53,"CO",2000,37815,2922,10.6
"406",8055,8,55,"CO",2000,26176,2017,21.9
"407",8057,8,57,"CO",2000,33178,2536,14.5
"408",8059,8,59,"CO",2000,60357,3814,5.1
"409",8061,8,61,"CO",2000,32811,2563,12.8
"410",8063,8,63,"CO",2000,35066,2633,13.2
"411",8065,8,65,"CO",2000,38487,2947,11
"412",8067,8,67,"CO",2000,41490,3114,10.7
"413",8069,8,69,"CO",2000,49758,3448,7.5
"414",8071,8,71,"CO",2000,28730,2201,18.4
"415",8073,8,73,"CO",2000,33205,2542,15.3
"416",8075,8,75,"CO",2000,34724,2615,12.8
"417",8077,8,77,"CO",2000,37138,2631,11
"418",8079,8,79,"CO",2000,36124,2693,12.4
"419",8081,8,81,"CO",2000,43186,3255,9.9
"420",8083,8,83,"CO",2000,33305,2488,16.2
"421",8085,8,85,"CO",2000,36303,2705,12.6
"422",8087,8,87,"CO",2000,35648,2503,12.9
"423",8089,8,89,"CO",2000,29939,2257,19.1
"424",8091,8,91,"CO",2000,43707,3264,8
"425",8093,8,93,"CO",2000,54396,4258,6.2
"426",8095,8,95,"CO",2000,34253,2580,11.6
"427",8097,8,97,"CO",2000,62190,5300,4.4
"428",8099,8,99,"CO",2000,30905,2316,18.5
"429",8101,8,101,"CO",2000,33673,2377,14.6
"430",8103,8,103,"CO",2000,40409,3047,10.1
"431",8105,8,105,"CO",2000,32646,2808,18.5
"432",8107,8,107,"CO",2000,53966,4309,6.2
"433",8109,8,109,"CO",2000,24912,2214,21.7
"434",8111,8,111,"CO",2000,30564,2551,17.6
"435",8113,8,113,"CO",2000,49270,4028,8.3
"436",8115,8,115,"CO",2000,29763,2250,12.9
"437",8117,8,117,"CO",2000,57200,4775,6.1
"438",8119,8,119,"CO",2000,52304,3919,6.2
"439",8121,8,121,"CO",2000,33193,2649,11.9
"440",8123,8,123,"CO",2000,42555,2980,10
"441",8125,8,125,"CO",2000,34613,2608,13.2
"442",8001,8,1,"CO",2001,46996,2950,8.8
"443",8003,8,3,"CO",2001,29987,2067,18.6
"444",8005,8,5,"CO",2001,55878,3532,6
"445",8007,8,7,"CO",2001,37327,2602,12.6
